@RELATION "prosodic features"
    
    @ATTRIBUTE meanpitch numeric
    @ATTRIBUTE pitchrange numeric
    @ATTRIBUTE pitchsd numeric
    @ATTRIBUTE meanintensity numeric
    @ATTRIBUTE intensityrange numeric
    @ATTRIBUTE speakingrate numeric
    @ATTRIBUTE class {0,1}
    
    @DATA
    0.1421469200721837,1.7045020526290557,0.2694399159659189,0.0926614443556989,0.33169058331945245,1.2307692307692308,1
-0.11146489817633488,0.6639570305862009,-0.2367773424124166,-0.03460338733114923,-0.35693961768003946,1.25,1
0.29123362536682307,1.0772672976165636,-0.03702260210211605,0.19615886494225532,-0.48304510607518325,1.28,1
-0.14683946199674147,0.674377221685696,-0.22299403221032565,-0.05086543815318311,-0.27111996460333737,1.0714285714285714,1
0.34548185713936874,1.0265595939310785,-0.12156844191332972,0.13456762785361834,-0.6228932256427251,1.2692307692307692,1
0.4354393859671737,1.3388106563528177,0.06333450176339102,0.18752980083922977,-0.3003105932339588,1.6666666666666667,1
0.03270675761544698,0.6922039860539215,-0.2642463229605845,-0.016067330528524767,-0.26585589380988073,1.2352941176470589,1
0.023468154247747165,0.687551975726726,-0.24932530861729466,-0.011161645253157633,-0.2761105396803489,1.1428571428571428,1
-0.11897176595211756,0.6745391267882522,-0.2126299995630605,-0.0868687860547912,0.13822415645406114,1.0,1
-0.00804096991920102,0.6959896688935238,-0.23815472916375552,-0.03408709262698801,0.05523078145096762,1.0,1
-0.07547022670333575,0.6441747153652988,-0.24524022874238063,-0.025065005899161642,-0.26705270822373894,1.1,1
0.028878332343776052,0.6622950345194468,-0.2760650335634234,-0.05075443470409309,-0.19796618826545168,1.1428571428571428,1
0.1283090918684989,1.1846897050975447,0.021045791869796146,0.028255636739704344,-0.3190611535922855,1.5,1
-0.03489007670862033,0.5047829942232809,-0.3459435688786779,-0.09820330080690473,0.17794868336399042,1.3333333333333333,1
0.2503275613771536,0.8393820623943762,-0.18096451178578044,0.029559244730552103,-0.6763737114357414,1.4166666666666667,1
0.4229573173142861,1.0924087216977394,-0.09535379373767838,0.1460997687133698,-0.522943509065338,1.125,1
-0.04613942830527804,1.5328840063798275,0.19568173042144124,-0.036660618093256304,0.3268752790278114,1.0,1
0.012436522856479448,0.7135628552439653,-0.20790105073099283,0.028819953410031043,-0.35380895725130945,1.0,1
0.24548125311680521,1.6223376391623099,0.22893210610936493,0.15499793235299913,-0.49690945629732675,1.0666666666666667,1
0.021918390122984382,0.7686576191592098,-0.21220452523134956,0.001732251681457953,-0.2531457230025677,1.0666666666666667,1
0.043835433212791694,1.6179705840592575,0.2253540760869134,0.0999810247814675,0.3550772438226102,1.5,1
-0.03195368385829753,0.733373792861923,-0.2075639245339042,-0.03653175116354452,-0.11009864905312898,1.4,1
-0.12467506702827282,1.0818831824055635,-0.023812265741996515,-0.0525430303446197,-0.30442798975405444,1.0,1
-0.11529542668989373,0.5129316597069572,-0.32029567737140285,0.00031529823044168075,-0.5951582769497961,1.0,1
0.10324611002768531,1.1588889981883976,0.02193567808138155,-0.009532138313143115,-0.3329950666718133,1.0,1
0.012876816547477691,0.5625540342153219,-0.34683207043676617,-0.059473135032577965,0.1817255348775805,1.0769230769230769,1
0.17553617332675325,1.3817820651360098,0.13313452468578646,0.10270626605511335,-0.0293365470675359,1.3125,1
0.2866945464133141,0.9506295665999738,-0.13033821858063968,0.1102226357790056,-0.6090844630276988,1.6,1
0.20660999459074378,1.384092677085574,0.13168734497990134,0.17659439325215093,0.15394920189077776,1.6666666666666667,1
0.1946501731842794,0.979569654105707,-0.08891878518927504,0.11570240946724338,-0.5265904078159087,1.2941176470588236,1
0.021253974332488195,0.7342398638710752,-0.23037205457486043,-0.02154571524692892,0.22205936932896486,1.2142857142857142,1
0.22162725628527583,0.9228414392643706,-0.1245047526951696,0.11098363400103825,-0.4884404199665885,1.0,1
0.07938759707312876,1.2050993894438957,0.024780725964748434,0.05153787399163475,-0.30770645501717503,1.0714285714285714,1
0.02540945763349202,1.283828118346836,0.055785247179542585,0.04573065557475467,-0.3298425516404135,1.0769230769230769,1
-0.05082438771184807,0.5616834089827517,-0.3199264996486207,0.05388934666431626,-0.6099392650210659,1.0833333333333333,1
0.5252622491468546,1.4618388286744115,0.08115353804678052,0.2407209830761626,-0.42466837038810723,1.3333333333333333,1
0.3640468345053345,0.9658228942833549,-0.16654790841688258,0.11354689914047787,-0.5911926957086694,1.0,1
0.006581484119013575,1.5398341706028695,0.19344087961169845,0.0068434350794458814,0.3104404058170803,1.2,1
0.2952775178617207,0.9931255035573181,-0.16516228219043613,0.027689374709524244,-0.7013431190824634,1.2307692307692308,1
0.3878203417192076,1.6440792348761868,0.24075203348629098,0.11703229279892163,0.3538209106003257,1.1363636363636365,1
